Video,Label,Frame,Cheek_Right_Mag,FPS
video11_final.mp4,Healthy,82,0.029329537549005864,20.0
video11_final.mp4,Healthy,83,0.02652925165811335,20.0
video11_final.mp4,Healthy,84,0.01799543754364734,20.0
video11_final.mp4,Healthy,85,0.018959029648757834,20.0
video11_final.mp4,Healthy,86,0.005570046077890504,20.0
video11_final.mp4,Healthy,87,0.006117378156592659,20.0
video11_final.mp4,Healthy,88,0.004191092843171918,20.0
video11_final.mp4,Healthy,89,0.0140538863187142,20.0
video11_final.mp4,Healthy,90,0.007775123348916901,20.0
video11_final.mp4,Healthy,91,0.007789065278239495,20.0
video11_final.mp4,Healthy,92,0.01254333877726553,20.0
video11_final.mp4,Healthy,93,0.005242929561785073,20.0
video11_final.mp4,Healthy,94,0.0020931674533689747,20.0
video11_final.mp4,Healthy,95,0.015440124913981933,20.0
video11_final.mp4,Healthy,96,0.006113382971451596,20.0
video11_final.mp4,Healthy,97,0.013834326397224227,20.0
video11_final.mp4,Healthy,98,0.012080915184569569,20.0
video11_final.mp4,Healthy,99,0.015312488501312338,20.0
video11_final.mp4,Healthy,100,0.008772103172593622,20.0
video125_final.mp4,Healthy,1,0.0,20.0
video125_final.mp4,Healthy,2,0.018365966737753824,20.0
video125_final.mp4,Healthy,3,0.008650656305350135,20.0
video125_final.mp4,Healthy,4,0.00599761884022537,20.0
video125_final.mp4,Healthy,5,0.00660153682657066,20.0
video125_final.mp4,Healthy,6,0.0023592055468490275,20.0
video125_final.mp4,Healthy,7,0.006651921368083144,20.0
video125_final.mp4,Healthy,8,0.0076109315852787894,20.0
video125_final.mp4,Healthy,9,0.011334196814033328,20.0
video125_final.mp4,Healthy,10,0.02102843162895212,20.0
video125_final.mp4,Healthy,11,0.010073975845356478,20.0
video125_final.mp4,Healthy,12,0.010028141826065031,20.0
video125_final.mp4,Healthy,13,0.007957847977264428,20.0
video125_final.mp4,Healthy,14,0.009509974401617976,20.0
video125_final.mp4,Healthy,15,0.008579361032203874,20.0
video125_final.mp4,Healthy,16,0.023270308733155068,20.0
video125_final.mp4,Healthy,17,0.007433892329041588,20.0
video125_final.mp4,Healthy,18,0.008217886784539928,20.0
video125_final.mp4,Healthy,19,0.0068570372272237,20.0
video125_final.mp4,Healthy,20,0.0094464445064042,20.0
video125_final.mp4,Healthy,21,0.0034362467993007398,20.0
video125_final.mp4,Healthy,22,0.010292546633239193,20.0
video125_final.mp4,Healthy,23,0.005427992325731312,20.0
video125_final.mp4,Healthy,24,0.007463079485146758,20.0
video125_final.mp4,Healthy,25,0.007719031978698526,20.0
video125_final.mp4,Healthy,26,0.02031828233881324,20.0
video125_final.mp4,Healthy,27,0.014034475856371093,20.0
video125_final.mp4,Healthy,28,0.003913265063378954,20.0
video125_final.mp4,Healthy,29,0.005293806728563876,20.0
video125_final.mp4,Healthy,30,0.007765374853984729,20.0
video125_final.mp4,Healthy,31,0.009035928365629473,20.0
video125_final.mp4,Healthy,32,0.009754568760031408,20.0
video125_final.mp4,Healthy,33,0.009816378152221144,20.0
video125_final.mp4,Healthy,34,0.010981391373040503,20.0
video125_final.mp4,Healthy,35,0.006373086774399038,20.0
video125_final.mp4,Healthy,36,0.015107779002248144,20.0
video125_final.mp4,Healthy,37,0.00916982469997653,20.0
video125_final.mp4,Healthy,38,0.004951346235593916,20.0
video125_final.mp4,Healthy,39,0.006037605025463492,20.0
video125_final.mp4,Healthy,40,0.007117433851557905,20.0
video125_final.mp4,Healthy,41,0.00672054493542935,20.0
video125_final.mp4,Healthy,42,0.002007048805271549,20.0
video125_final.mp4,Healthy,43,0.005418168073891648,20.0
video125_final.mp4,Healthy,44,0.006703130367794988,20.0
video125_final.mp4,Healthy,45,0.010232496650486896,20.0
video125_final.mp4,Healthy,46,0.014783893533518843,20.0
video125_final.mp4,Healthy,47,0.012789973165019739,20.0
video125_final.mp4,Healthy,48,0.008738559349125544,20.0
video125_final.mp4,Healthy,49,0.005693989716874259,20.0
video125_final.mp4,Healthy,50,0.0068998317479269985,20.0
video125_final.mp4,Healthy,51,0.006952870051460369,20.0
video125_final.mp4,Healthy,52,0.005638151856685352,20.0
video125_final.mp4,Healthy,53,0.013719923096275882,20.0
video125_final.mp4,Healthy,54,0.005927709438004358,20.0
video125_final.mp4,Healthy,55,0.002053974061589691,20.0
video125_final.mp4,Healthy,56,0.006054876044821983,20.0
video125_final.mp4,Healthy,57,0.003943180919829687,20.0
video125_final.mp4,Healthy,58,0.009343919325881942,20.0
video125_final.mp4,Healthy,59,0.008071916534626206,20.0
video125_final.mp4,Healthy,60,0.0023737829119024256,20.0
video125_final.mp4,Healthy,61,0.005511090983617306,20.0
video125_final.mp4,Healthy,62,0.016412623457715023,20.0
video125_final.mp4,Healthy,63,0.010478994757410496,20.0
video125_final.mp4,Healthy,64,0.003910227381792715,20.0
video125_final.mp4,Healthy,65,0.002307695843702733,20.0
video125_final.mp4,Healthy,66,0.0026866467477973943,20.0
video125_final.mp4,Healthy,67,0.0015269625951978463,20.0
video125_final.mp4,Healthy,68,0.005863403846045065,20.0
video125_final.mp4,Healthy,69,0.0054705761842230366,20.0
video125_final.mp4,Healthy,70,0.00703714370246494,20.0
video125_final.mp4,Healthy,71,0.003160588810255819,20.0
video125_final.mp4,Healthy,72,0.0010876741306361953,20.0
video125_final.mp4,Healthy,73,0.001942019639713052,20.0
video125_final.mp4,Healthy,74,0.00838977891637026,20.0
video125_final.mp4,Healthy,75,0.006729770590262192,20.0
video125_final.mp4,Healthy,76,0.01113602798658441,20.0
