Video,Label,Frame,Eye_Right_Mag,FPS
video11_final.mp4,Healthy,68,0.0074495568471669655,20.0
video11_final.mp4,Healthy,69,0.03749064942835819,20.0
video11_final.mp4,Healthy,70,0.02796041327543441,20.0
video11_final.mp4,Healthy,71,0.010620064705266804,20.0
video11_final.mp4,Healthy,72,0.018259713096000368,20.0
video11_final.mp4,Healthy,73,0.0043839508428220745,20.0
video11_final.mp4,Healthy,74,0.018876122762831144,20.0
video11_final.mp4,Healthy,75,0.045005001272389156,20.0
video11_final.mp4,Healthy,76,0.04724929979189135,20.0
video11_final.mp4,Healthy,77,0.019528359875373043,20.0
video11_final.mp4,Healthy,78,0.022054272009348647,20.0
video11_final.mp4,Healthy,79,0.02090751487932969,20.0
video11_final.mp4,Healthy,80,0.03603121820958776,20.0
video11_final.mp4,Healthy,81,0.008695368743908999,20.0
video11_final.mp4,Healthy,82,0.03140159139151874,20.0
video11_final.mp4,Healthy,83,0.019989043223020416,20.0
video11_final.mp4,Healthy,84,0.027870274839077096,20.0
video11_final.mp4,Healthy,85,0.016528952866882936,20.0
video11_final.mp4,Healthy,86,0.00487532270597268,20.0
video11_final.mp4,Healthy,87,0.007734816129509605,20.0
video11_final.mp4,Healthy,88,0.002329599161374478,20.0
video11_final.mp4,Healthy,89,0.010104760158810233,20.0
video11_final.mp4,Healthy,90,0.009903606267000134,20.0
video11_final.mp4,Healthy,91,0.00771683799218164,20.0
video11_final.mp4,Healthy,92,0.00454947667795928,20.0
video11_final.mp4,Healthy,93,0.008591198357366488,20.0
video11_final.mp4,Healthy,94,0.007026871253807411,20.0
video11_final.mp4,Healthy,95,0.01485528610700487,20.0
video11_final.mp4,Healthy,96,0.010815360073956127,20.0
video11_final.mp4,Healthy,97,0.009507020396859354,20.0
video11_final.mp4,Healthy,98,0.00884934660936407,20.0
video11_final.mp4,Healthy,99,0.009786053674859857,20.0
video11_final.mp4,Healthy,100,0.009387830838019588,20.0
video125_final.mp4,Healthy,1,0.0,20.0
video125_final.mp4,Healthy,2,0.021542522631087076,20.0
video125_final.mp4,Healthy,3,0.006072791681699004,20.0
video125_final.mp4,Healthy,4,0.005381969903865867,20.0
video125_final.mp4,Healthy,5,0.009860499510466152,20.0
video125_final.mp4,Healthy,6,0.00300888198940211,20.0
video125_final.mp4,Healthy,7,0.007027811166316362,20.0
video125_final.mp4,Healthy,8,0.011406477330290377,20.0
video125_final.mp4,Healthy,9,0.013071981559761576,20.0
video125_final.mp4,Healthy,10,0.016881594478579648,20.0
video125_final.mp4,Healthy,11,0.013351858004230445,20.0
video125_final.mp4,Healthy,12,0.005667849257789078,20.0
video125_final.mp4,Healthy,13,0.008383140993282698,20.0
video125_final.mp4,Healthy,14,0.005178012418649509,20.0
video125_final.mp4,Healthy,15,0.007785868212518179,20.0
video125_final.mp4,Healthy,16,0.023030184153882877,20.0
video125_final.mp4,Healthy,17,0.009146911957039506,20.0
video125_final.mp4,Healthy,18,0.009441477047418939,20.0
video125_final.mp4,Healthy,19,0.01894656856596069,20.0
video125_final.mp4,Healthy,20,0.008509668843564465,20.0
video125_final.mp4,Healthy,21,0.0023591781363363072,20.0
video125_final.mp4,Healthy,22,0.00670383066757703,20.0
video125_final.mp4,Healthy,23,0.009161379826277957,20.0
video125_final.mp4,Healthy,24,0.008382590202412374,20.0
video125_final.mp4,Healthy,25,0.016359641927218282,20.0
video125_final.mp4,Healthy,26,0.010085040074571967,20.0
video125_final.mp4,Healthy,27,0.010773133163496118,20.0
video125_final.mp4,Healthy,28,0.006119770678573372,20.0
video125_final.mp4,Healthy,29,0.006467666714426904,20.0
video125_final.mp4,Healthy,30,0.011879413342706618,20.0
video125_final.mp4,Healthy,31,0.009439120702378342,20.0
video125_final.mp4,Healthy,32,0.012792527136655187,20.0
video125_final.mp4,Healthy,33,0.006405256289671579,20.0
video125_final.mp4,Healthy,34,0.0067818910162768566,20.0
video125_final.mp4,Healthy,35,0.013087165639123925,20.0
video125_final.mp4,Healthy,36,0.022173497872424393,20.0
video125_final.mp4,Healthy,37,0.013307405462737898,20.0
video125_final.mp4,Healthy,38,0.008666054732458397,20.0
video125_final.mp4,Healthy,39,0.007769129166084691,20.0
video125_final.mp4,Healthy,40,0.0057106285623145245,20.0
video125_final.mp4,Healthy,41,0.005212401623025241,20.0
video125_final.mp4,Healthy,42,0.0013949867462551416,20.0
video125_final.mp4,Healthy,43,0.007760341957870933,20.0
video125_final.mp4,Healthy,44,0.006575038194180586,20.0
video125_final.mp4,Healthy,45,0.015078330139176746,20.0
video125_final.mp4,Healthy,46,0.01397585631125812,20.0
video125_final.mp4,Healthy,47,0.02256122136185391,20.0
video125_final.mp4,Healthy,48,0.009193301021748307,20.0
video125_final.mp4,Healthy,49,0.003724545336948258,20.0
video125_final.mp4,Healthy,50,0.012029891808291593,20.0
video125_final.mp4,Healthy,51,0.007982566402901195,20.0
video125_final.mp4,Healthy,52,0.00791420697418471,20.0
video125_final.mp4,Healthy,53,0.008025916169561352,20.0
video125_final.mp4,Healthy,54,0.003118048559217023,20.0
video125_final.mp4,Healthy,55,0.0039937587190884095,20.0
video125_final.mp4,Healthy,56,0.008746463605939447,20.0
video125_final.mp4,Healthy,57,0.006702449621141384,20.0
video125_final.mp4,Healthy,58,0.006709419259374707,20.0
video125_final.mp4,Healthy,59,0.009614098937101375,20.0
video125_final.mp4,Healthy,60,0.010668412278529361,20.0
video125_final.mp4,Healthy,61,0.010424101547985514,20.0
video125_final.mp4,Healthy,62,0.017875888742254733,20.0
video125_final.mp4,Healthy,63,0.009518413914196973,20.0
video125_final.mp4,Healthy,64,0.006513649124127657,20.0
video125_final.mp4,Healthy,65,0.004269623923641024,20.0
video125_final.mp4,Healthy,66,0.004229544042933905,20.0
video125_final.mp4,Healthy,67,0.003063118337537352,20.0
video125_final.mp4,Healthy,68,0.014979724622212637,20.0
video125_final.mp4,Healthy,69,0.010089567244254463,20.0
video125_final.mp4,Healthy,70,0.007377024620895462,20.0
video125_final.mp4,Healthy,71,0.005113139492396151,20.0
video125_final.mp4,Healthy,72,0.003224389313971898,20.0
video125_final.mp4,Healthy,73,0.003914443714512065,20.0
video125_final.mp4,Healthy,74,0.0074545905849583115,20.0
video125_final.mp4,Healthy,75,0.0036710293370850982,20.0
video125_final.mp4,Healthy,76,0.013079092301739913,20.0
video125_final.mp4,Healthy,77,0.0034721914311337822,20.0
video125_final.mp4,Healthy,78,0.020174188419850667,20.0
