Video,Label,Frame,Eye_Left_Mag,FPS
video125_final.mp4,Healthy,25,0.01327541395884759,20.0
video125_final.mp4,Healthy,26,0.01574122064650259,20.0
video125_final.mp4,Healthy,27,0.015046864619683008,20.0
video125_final.mp4,Healthy,28,0.007768003683972527,20.0
video125_final.mp4,Healthy,29,0.007502678021467618,20.0
video125_final.mp4,Healthy,30,0.007965703865981775,20.0
video125_final.mp4,Healthy,31,0.011137175842110407,20.0
video125_final.mp4,Healthy,32,0.007383469519195195,20.0
video125_final.mp4,Healthy,33,0.00492496682630456,20.0
video125_final.mp4,Healthy,34,0.010564400654553191,20.0
video125_final.mp4,Healthy,35,0.013867703428077015,20.0
video125_final.mp4,Healthy,36,0.023199198167295387,20.0
video125_final.mp4,Healthy,37,0.013450337494922004,20.0
video125_final.mp4,Healthy,38,0.00995375311137444,20.0
video125_final.mp4,Healthy,39,0.010051300836837326,20.0
video125_final.mp4,Healthy,40,0.004661929695935606,20.0
video125_final.mp4,Healthy,41,0.004905467288053905,20.0
video125_final.mp4,Healthy,42,0.001940836707595093,20.0
video125_final.mp4,Healthy,43,0.008715116030227283,20.0
video125_final.mp4,Healthy,44,0.008221432016868067,20.0
video125_final.mp4,Healthy,45,0.015785301202694592,20.0
video125_final.mp4,Healthy,46,0.00757125008547697,20.0
video125_final.mp4,Healthy,47,0.015464495351143285,20.0
video125_final.mp4,Healthy,48,0.009065319245645976,20.0
video125_final.mp4,Healthy,49,0.006571437328408911,20.0
video125_final.mp4,Healthy,50,0.012050206150654531,20.0
video125_final.mp4,Healthy,51,0.007152800368694231,20.0
video125_final.mp4,Healthy,52,0.004596075091077772,20.0
video125_final.mp4,Healthy,53,0.0036895722712560696,20.0
video125_final.mp4,Healthy,54,0.005216699590047267,20.0
video125_final.mp4,Healthy,55,0.004732459398148604,20.0
video125_final.mp4,Healthy,56,0.008396938221488496,20.0
video125_final.mp4,Healthy,57,0.007883295907707644,20.0
video125_final.mp4,Healthy,58,0.005026841198637102,20.0
video125_final.mp4,Healthy,59,0.0093652667754847,20.0
video125_final.mp4,Healthy,60,0.009579147422546279,20.0
video125_final.mp4,Healthy,61,0.01127743769398492,20.0
video125_final.mp4,Healthy,62,0.015951165841561563,20.0
video125_final.mp4,Healthy,63,0.004430274581367074,20.0
video125_final.mp4,Healthy,64,0.005602186096796195,20.0
video125_final.mp4,Healthy,65,0.004213886339828498,20.0
video125_final.mp4,Healthy,66,0.003405892091861455,20.0
video125_final.mp4,Healthy,67,0.002551142233222604,20.0
video125_final.mp4,Healthy,68,0.010913333722626201,20.0
video125_final.mp4,Healthy,69,0.00680662425615675,20.0
video125_final.mp4,Healthy,70,0.007251745471157419,20.0
video125_final.mp4,Healthy,71,0.0016670405166429637,20.0
video125_final.mp4,Healthy,72,0.0018401825333020736,20.0
video125_final.mp4,Healthy,73,0.0016778742268628891,20.0
video125_final.mp4,Healthy,74,0.007680895082185779,20.0
video125_final.mp4,Healthy,75,0.0034416494701957324,20.0
video125_final.mp4,Healthy,76,0.007003214353984874,20.0
video125_final.mp4,Healthy,77,0.0022544698222485816,20.0
video125_final.mp4,Healthy,78,0.01630938789985116,20.0
